batch,network_type,group,round,pid,sid,status,award,vote,median_vote,tax_benefit,score
3,segr,308,3,10,3179,P,21,12,30.0,26.0,41.0
3,segr,308,3,11,3180,P,21,100,30.0,26.0,41.0
3,segr,308,3,12,3181,R,220,34,30.0,26.0,180.0
3,segr,308,3,14,3183,P,22,97,30.0,26.0,41.0
3,segr,308,3,15,3184,R,190,25,30.0,26.0,159.0
3,segr,308,3,16,3185,R,185,6,30.0,26.0,155.0
3,segr,308,3,17,3186,P,20,30,30.0,26.0,40.0
3,segr,308,3,18,3187,P,22,35,30.0,26.0,41.0
3,segr,308,3,19,3188,P,19,28,30.0,26.0,39.0
3,segr,308,3,20,3189,P,22,26,30.0,26.0,41.0
3,segr,314,1,0,3313,P,19,100,,,19.0
3,segr,314,1,1,3314,P,21,23,,,21.0
3,segr,314,1,2,3315,P,22,51,,,22.0
3,segr,314,1,3,3316,P,20,53,,,20.0
3,segr,314,1,4,3317,P,20,19,,,20.0
3,segr,314,1,5,3318,R,215,20,,,215.0
3,segr,314,1,6,3319,R,210,15,,,210.0
3,segr,314,1,7,3320,P,18,20,,,18.0
3,segr,314,1,8,3321,P,18,100,,,18.0
3,segr,314,1,9,3322,R,195,50,,,195.0
3,segr,314,1,10,3323,R,220,5,,,220.0
3,segr,314,1,11,3324,R,190,40,,,190.0
3,segr,314,1,12,3325,P,20,10,,,20.0
3,segr,314,1,13,3326,P,18,10,,,18.0
3,segr,314,1,14,3327,P,22,50,,,22.0
3,segr,314,1,15,3328,P,19,10,,,19.0
3,segr,314,1,16,3329,R,180,46,,,180.0
3,segr,314,1,17,3330,P,22,20,,,22.0
3,segr,314,1,18,3331,R,185,100,,,185.0
3,segr,314,1,19,3332,P,19,15,,,19.0
3,segr,314,1,20,3333,R,200,10,,,200.0
3,segr,314,1,21,3334,P,21,18,,,21.0
3,segr,314,1,22,3335,P,21,15,,,21.0
3,segr,314,1,23,3336,R,205,5,,,205.0
3,segr,314,2,0,3313,P,19,100,20.0,18.0,33.0
3,segr,314,2,1,3314,P,21,17,20.0,18.0,35.0
3,segr,314,2,2,3315,P,22,35,20.0,18.0,36.0
3,segr,314,2,3,3316,P,20,90,20.0,18.0,34.0
3,segr,314,2,4,3317,P,20,18,20.0,18.0,34.0
3,segr,314,2,5,3318,R,215,16,20.0,18.0,190.0
3,segr,314,2,6,3319,R,210,15,20.0,18.0,186.0
3,segr,314,2,7,3320,P,18,29,20.0,18.0,32.0
3,segr,314,2,8,3321,P,18,100,20.0,18.0,32.0
3,segr,314,2,9,3322,R,195,100,20.0,18.0,174.0
3,segr,314,2,10,3323,R,220,1,20.0,18.0,194.0
3,segr,314,2,11,3324,R,190,20,20.0,18.0,170.0
3,segr,314,2,12,3325,P,20,15,20.0,18.0,34.0
3,segr,314,2,14,3327,P,22,50,20.0,18.0,36.0
3,segr,314,2,15,3328,P,19,10,20.0,18.0,33.0
3,segr,314,2,17,3330,P,22,33,20.0,18.0,36.0
3,segr,314,2,18,3331,R,185,100,20.0,18.0,166.0
3,segr,314,2,19,3332,P,19,20,20.0,18.0,33.0
3,segr,314,2,20,3333,R,200,5,20.0,18.0,178.0
3,segr,314,2,21,3334,P,21,25,20.0,18.0,35.0
3,segr,314,2,22,3335,P,21,20,20.0,18.0,35.0
3,segr,314,2,23,3336,R,205,5,20.0,18.0,182.0
3,segr,314,3,0,3313,P,19,100,20.0,18.0,33.0
3,segr,314,3,1,3314,P,21,18,20.0,18.0,35.0
3,segr,314,3,3,3316,P,20,94,20.0,18.0,34.0
3,segr,314,3,4,3317,P,20,20,20.0,18.0,34.0
3,segr,314,3,5,3318,R,215,20,20.0,18.0,190.0
3,segr,314,3,6,3319,R,210,15,20.0,18.0,186.0
3,segr,314,3,7,3320,P,18,34,20.0,18.0,32.0
3,segr,314,3,8,3321,P,18,100,20.0,18.0,32.0
3,segr,314,3,9,3322,R,195,100,20.0,18.0,174.0
3,segr,314,3,10,3323,R,220,1,20.0,18.0,194.0
3,segr,314,3,11,3324,R,190,20,20.0,18.0,170.0
3,segr,314,3,12,3325,P,20,15,20.0,18.0,34.0
3,segr,314,3,14,3327,P,22,50,20.0,18.0,36.0
3,segr,314,3,15,3328,P,19,15,20.0,18.0,33.0
3,segr,314,3,17,3330,P,22,33,20.0,18.0,36.0
3,segr,314,3,18,3331,R,185,0,20.0,18.0,166.0
3,segr,314,3,19,3332,P,19,20,20.0,18.0,33.0
3,segr,314,3,20,3333,R,200,40,20.0,18.0,178.0
3,segr,314,3,21,3334,P,21,30,20.0,18.0,35.0
3,segr,314,3,23,3336,R,205,5,20.0,18.0,182.0
3,segr,320,1,0,3457,P,21,20,,,21.0
3,segr,320,1,1,3458,P,19,10,,,19.0
3,segr,320,1,2,3459,P,21,20,,,21.0
3,segr,320,1,3,3460,R,200,43,,,200.0
3,segr,320,1,4,3461,P,18,50,,,18.0
3,segr,320,1,5,3462,P,20,20,,,20.0
3,segr,320,1,6,3463,R,180,0,,,180.0
3,segr,320,1,7,3464,R,220,24,,,220.0
3,segr,320,1,8,3465,P,20,20,,,20.0
3,segr,320,1,9,3466,R,195,10,,,195.0
3,segr,320,1,10,3467,P,22,20,,,22.0
3,segr,320,1,11,3468,P,22,2,,,22.0
3,segr,320,1,12,3469,P,18,10,,,18.0
3,segr,320,1,13,3470,P,20,0,,,20.0
3,segr,320,1,14,3471,P,22,1,,,22.0
3,segr,320,1,15,3472,R,205,35,,,205.0
3,segr,320,1,16,3473,P,19,100,,,19.0
3,segr,320,1,17,3474,R,190,2,,,190.0
3,segr,320,1,18,3475,R,185,25,,,185.0
3,segr,320,1,19,3476,P,18,10,,,18.0
3,segr,320,1,20,3477,R,210,1,,,210.0
3,segr,320,1,21,3478,R,215,35,,,215.0
3,segr,320,1,22,3479,P,21,12,,,21.0
3,segr,320,1,23,3480,P,19,92,,,19.0
3,segr,320,2,0,3457,P,21,15,20.0,18.0,35.0
3,segr,320,2,1,3458,P,19,20,20.0,18.0,33.0
3,segr,320,2,2,3459,P,21,20,20.0,18.0,35.0
3,segr,320,2,3,3460,R,200,40,20.0,18.0,178.0
3,segr,320,2,4,3461,P,18,52,20.0,18.0,32.0
3,segr,320,2,6,3463,R,180,0,20.0,18.0,162.0
3,segr,320,2,7,3464,R,220,31,20.0,18.0,194.0
3,segr,320,2,8,3465,P,20,25,20.0,18.0,34.0
3,segr,320,2,9,3466,R,195,10,20.0,18.0,174.0
3,segr,320,2,10,3467,P,22,7,20.0,18.0,36.0
3,segr,320,2,11,3468,P,22,20,20.0,18.0,36.0
3,segr,320,2,12,3469,P,18,20,20.0,18.0,32.0
3,segr,320,2,13,3470,P,20,0,20.0,18.0,34.0
3,segr,320,2,14,3471,P,22,1,20.0,18.0,36.0
3,segr,320,2,15,3472,R,205,35,20.0,18.0,182.0
3,segr,320,2,16,3473,P,19,100,20.0,18.0,33.0
3,segr,320,2,18,3475,R,185,20,20.0,18.0,166.0
3,segr,320,2,19,3476,P,18,20,20.0,18.0,32.0
3,segr,320,2,20,3477,R,210,0,20.0,18.0,186.0
3,segr,320,2,21,3478,R,215,45,20.0,18.0,190.0
3,segr,320,2,22,3479,P,21,32,20.0,18.0,35.0
3,segr,320,2,23,3480,P,19,90,20.0,18.0,33.0
3,segr,320,3,0,3457,P,21,8,20.0,18.0,35.0
3,segr,320,3,1,3458,P,19,20,20.0,18.0,33.0
3,segr,320,3,2,3459,P,21,20,20.0,18.0,35.0
3,segr,320,3,3,3460,R,200,50,20.0,18.0,178.0
3,segr,320,3,4,3461,P,18,52,20.0,18.0,32.0
3,segr,320,3,5,3462,P,20,24,20.0,18.0,34.0
3,segr,320,3,6,3463,R,180,0,20.0,18.0,162.0
3,segr,320,3,7,3464,R,220,31,20.0,18.0,194.0
3,segr,320,3,8,3465,P,20,30,20.0,18.0,34.0
3,segr,320,3,9,3466,R,195,0,20.0,18.0,174.0
3,segr,320,3,10,3467,P,22,4,20.0,18.0,36.0
3,segr,320,3,11,3468,P,22,10,20.0,18.0,36.0
3,segr,320,3,12,3469,P,18,20,20.0,18.0,32.0
3,segr,320,3,13,3470,P,20,0,20.0,18.0,34.0
3,segr,320,3,14,3471,P,22,1,20.0,18.0,36.0
3,segr,320,3,15,3472,R,205,15,20.0,18.0,182.0
3,segr,320,3,16,3473,P,19,100,20.0,18.0,33.0
3,segr,320,3,18,3475,R,185,8,20.0,18.0,166.0
3,segr,320,3,19,3476,P,18,30,20.0,18.0,32.0
3,segr,320,3,20,3477,R,210,0,20.0,18.0,186.0
3,segr,320,3,21,3478,R,215,25,20.0,18.0,190.0
3,segr,320,3,22,3479,P,21,33,20.0,18.0,35.0
3,homo,306,1,0,3121,P,22,50,,,22.0
3,homo,306,1,1,3122,P,19,95,,,19.0
3,homo,306,1,2,3123,P,18,25,,,18.0
3,homo,306,1,3,3124,P,19,50,,,19.0
3,homo,306,1,4,3125,P,18,50,,,18.0
3,homo,306,1,5,3126,P,20,22,,,20.0
3,homo,306,1,6,3127,P,21,50,,,21.0
3,homo,306,1,7,3128,P,20,51,,,20.0
3,homo,306,1,8,3129,P,20,20,,,20.0
3,homo,306,1,9,3130,R,215,63,,,215.0
3,homo,306,1,10,3131,R,180,24,,,180.0
3,homo,306,1,11,3132,P,18,15,,,18.0
3,homo,306,1,12,3133,R,195,50,,,195.0
3,homo,306,1,13,3134,R,190,20,,,190.0
3,homo,306,1,14,3135,P,21,40,,,21.0
3,homo,306,1,15,3136,P,19,0,,,19.0
3,homo,306,1,16,3137,P,21,99,,,21.0
3,homo,306,1,17,3138,P,22,53,,,22.0
3,homo,306,1,18,3139,R,210,50,,,210.0
3,homo,306,1,19,3140,R,220,15,,,220.0
3,homo,306,1,20,3141,R,200,44,,,200.0
3,homo,306,1,21,3142,P,22,40,,,22.0
3,homo,306,1,22,3143,R,205,30,,,205.0
3,homo,306,1,23,3144,R,185,20,,,185.0
3,homo,306,2,1,3122,P,19,100,42.0,37.0,48.0
3,homo,306,2,2,3123,P,18,64,42.0,37.0,47.0
3,homo,306,2,3,3124,P,19,60,42.0,37.0,48.0
3,homo,306,2,4,3125,P,18,45,42.0,37.0,47.0
3,homo,306,2,5,3126,P,20,44,42.0,37.0,49.0
3,homo,306,2,6,3127,P,21,75,42.0,37.0,49.0
3,homo,306,2,7,3128,P,20,55,42.0,37.0,49.0
3,homo,306,2,9,3130,R,215,46,42.0,37.0,162.0
3,homo,306,2,10,3131,R,180,5,42.0,37.0,141.0
3,homo,306,2,11,3132,P,18,39,42.0,37.0,47.0
3,homo,306,2,12,3133,R,195,50,42.0,37.0,150.0
3,homo,306,2,13,3134,R,190,20,42.0,37.0,147.0
3,homo,306,2,14,3135,P,21,60,42.0,37.0,49.0
3,homo,306,2,16,3137,P,21,99,42.0,37.0,49.0
3,homo,306,2,17,3138,P,22,53,42.0,37.0,50.0
3,homo,306,2,18,3139,R,210,50,42.0,37.0,159.0
3,homo,306,2,20,3141,R,200,42,42.0,37.0,153.0
3,homo,306,2,23,3144,R,185,50,42.0,37.0,144.0
3,homo,306,3,1,3122,P,19,99,50.0,44.0,53.0
3,homo,306,3,2,3123,P,18,88,50.0,44.0,53.0
3,homo,306,3,3,3124,P,19,70,50.0,44.0,53.0
3,homo,306,3,4,3125,P,18,59,50.0,44.0,53.0
3,homo,306,3,5,3126,P,20,50,50.0,44.0,54.0
3,homo,306,3,6,3127,P,21,80,50.0,44.0,55.0
3,homo,306,3,7,3128,P,20,60,50.0,44.0,54.0
3,homo,306,3,9,3130,R,215,19,50.0,44.0,151.0
3,homo,306,3,10,3131,R,180,5,50.0,44.0,134.0
3,homo,306,3,11,3132,P,18,39,50.0,44.0,53.0
3,homo,306,3,12,3133,R,195,50,50.0,44.0,141.0
3,homo,306,3,13,3134,R,190,20,50.0,44.0,139.0
3,homo,306,3,15,3136,P,19,3,50.0,44.0,53.0
3,homo,306,3,16,3137,P,21,99,50.0,44.0,55.0
3,homo,306,3,17,3138,P,22,62,50.0,44.0,55.0
3,homo,306,3,18,3139,R,210,40,50.0,44.0,149.0
3,homo,306,3,19,3140,R,220,15,50.0,44.0,154.0
3,homo,306,3,22,3143,R,205,30,50.0,44.0,147.0
3,homo,306,3,23,3144,R,185,55,50.0,44.0,137.0
3,homo,312,1,0,3265,P,22,10,,,22.0
3,homo,312,1,1,3266,R,180,10,,,180.0
3,homo,312,1,2,3267,R,210,67,,,210.0
3,homo,312,1,3,3268,P,19,100,,,19.0
3,homo,312,1,4,3269,P,21,80,,,21.0
3,homo,312,1,5,3270,P,22,60,,,22.0
3,homo,312,1,6,3271,R,200,100,,,200.0
3,homo,312,1,7,3272,R,215,54,,,215.0
3,homo,312,1,8,3273,P,22,26,,,22.0
3,homo,312,1,9,3274,P,21,2,,,21.0
3,homo,312,1,10,3275,P,18,75,,,18.0
3,homo,312,1,11,3276,P,18,40,,,18.0
3,homo,312,1,12,3277,P,20,60,,,20.0
3,homo,312,1,13,3278,P,20,15,,,20.0
3,homo,312,1,14,3279,R,220,2,,,220.0
3,homo,312,1,15,3280,P,20,20,,,20.0
3,homo,312,1,16,3281,P,21,15,,,21.0
3,homo,312,1,17,3282,R,205,65,,,205.0
3,homo,312,1,18,3283,R,185,65,,,185.0
3,homo,312,1,19,3284,R,190,1,,,190.0
3,homo,312,1,20,3285,P,19,40,,,19.0
3,homo,312,1,21,3286,R,195,20,,,195.0
3,homo,312,1,22,3287,P,19,100,,,19.0
3,homo,312,1,23,3288,P,18,50,,,18.0
3,homo,312,2,0,3265,P,22,15,45.0,39.0,51.0
3,homo,312,2,1,3266,R,180,0,45.0,39.0,138.0
3,homo,312,2,2,3267,R,210,52,45.0,39.0,155.0
3,homo,312,2,3,3268,P,19,100,45.0,39.0,49.0
3,homo,312,2,5,3270,P,22,50,45.0,39.0,51.0
3,homo,312,2,6,3271,R,200,100,45.0,39.0,149.0
3,homo,312,2,8,3273,P,22,57,45.0,39.0,51.0
3,homo,312,2,9,3274,P,21,67,45.0,39.0,51.0
3,homo,312,2,10,3275,P,18,75,45.0,39.0,49.0
3,homo,312,2,11,3276,P,18,60,45.0,39.0,49.0
3,homo,312,2,12,3277,P,20,60,45.0,39.0,50.0
3,homo,312,2,13,3278,P,20,20,45.0,39.0,50.0
3,homo,312,2,14,3279,R,220,2,45.0,39.0,160.0
3,homo,312,2,15,3280,P,20,20,45.0,39.0,50.0
3,homo,312,2,16,3281,P,21,100,45.0,39.0,51.0
3,homo,312,2,17,3282,R,205,40,45.0,39.0,152.0
3,homo,312,2,18,3283,R,185,65,45.0,39.0,141.0
3,homo,312,2,19,3284,R,190,1,45.0,39.0,143.0
3,homo,312,2,20,3285,P,19,50,45.0,39.0,49.0
3,homo,312,3,0,3265,P,22,30,52.0,46.0,57.0
3,homo,312,3,1,3266,R,180,0,52.0,46.0,132.0
3,homo,312,3,3,3268,P,19,100,52.0,46.0,55.0
3,homo,312,3,5,3270,P,22,60,52.0,46.0,57.0
3,homo,312,3,6,3271,R,200,100,52.0,46.0,142.0
3,homo,312,3,8,3273,P,22,65,52.0,46.0,57.0
3,homo,312,3,9,3274,P,21,41,52.0,46.0,56.0
3,homo,312,3,10,3275,P,18,79,52.0,46.0,55.0
3,homo,312,3,11,3276,P,18,60,52.0,46.0,55.0
3,homo,312,3,12,3277,P,20,52,52.0,46.0,56.0
3,homo,312,3,13,3278,P,20,30,52.0,46.0,56.0
3,homo,312,3,14,3279,R,220,0,52.0,46.0,152.0
3,homo,312,3,15,3280,P,20,20,52.0,46.0,56.0
3,homo,312,3,16,3281,P,21,0,52.0,46.0,56.0
3,homo,312,3,17,3282,R,205,67,52.0,46.0,144.0
3,homo,312,3,19,3284,R,190,1,52.0,46.0,137.0
3,homo,312,3,20,3285,P,19,55,52.0,46.0,55.0
3,homo,312,3,21,3286,R,195,35,52.0,46.0,140.0
3,homo,312,3,22,3287,P,19,100,52.0,46.0,55.0
3,homo,318,1,0,3409,P,20,20,,,20.0
3,homo,318,1,1,3410,R,220,0,,,220.0
3,homo,318,1,2,3411,R,205,35,,,205.0
3,homo,318,1,3,3412,R,195,20,,,195.0
3,homo,318,1,4,3413,P,21,76,,,21.0
3,homo,318,1,5,3414,P,18,30,,,18.0
3,homo,318,1,6,3415,P,22,50,,,22.0
3,homo,318,1,7,3416,R,180,15,,,180.0
3,homo,318,1,8,3417,R,185,50,,,185.0
3,homo,318,1,9,3418,P,19,61,,,19.0
3,homo,318,1,10,3419,P,19,35,,,19.0
3,homo,318,1,11,3420,P,22,40,,,22.0
3,homo,318,1,12,3421,R,210,0,,,210.0
3,homo,318,1,13,3422,R,200,25,,,200.0
3,homo,318,1,14,3423,P,18,8,,,18.0
3,homo,318,1,15,3424,P,21,20,,,21.0
3,homo,318,1,16,3425,P,20,19,,,20.0
3,homo,318,1,17,3426,P,21,5,,,21.0
3,homo,318,1,18,3427,P,19,49,,,19.0
3,homo,318,1,19,3428,P,20,10,,,20.0
3,homo,318,1,20,3429,P,18,30,,,18.0
3,homo,318,1,21,3430,R,215,50,,,215.0
3,homo,318,1,22,3431,R,190,10,,,190.0
3,homo,318,1,23,3432,P,22,89,,,22.0
3,homo,318,2,0,3409,P,20,20,28.0,24.0,38.0
3,homo,318,2,1,3410,R,220,0,28.0,24.0,182.0
3,homo,318,2,2,3411,R,205,10,28.0,24.0,172.0
3,homo,318,2,3,3412,R,195,5,28.0,24.0,164.0
3,homo,318,2,5,3414,P,18,32,28.0,24.0,37.0
3,homo,318,2,6,3415,P,22,40,28.0,24.0,40.0
3,homo,318,2,7,3416,R,180,18,28.0,24.0,154.0
3,homo,318,2,8,3417,R,185,30,28.0,24.0,157.0
3,homo,318,2,9,3418,P,19,12,28.0,24.0,38.0
3,homo,318,2,10,3419,P,19,30,28.0,24.0,38.0
3,homo,318,2,11,3420,P,22,50,28.0,24.0,40.0
3,homo,318,2,13,3422,R,200,12,28.0,24.0,168.0
3,homo,318,2,14,3423,P,18,21,28.0,24.0,37.0
3,homo,318,2,15,3424,P,21,27,28.0,24.0,39.0
3,homo,318,2,17,3426,P,21,45,28.0,24.0,39.0
3,homo,318,2,19,3428,P,20,18,28.0,24.0,38.0
3,homo,318,2,20,3429,P,18,30,28.0,24.0,37.0
3,homo,318,2,21,3430,R,215,60,28.0,24.0,179.0
3,homo,318,2,22,3431,R,190,10,28.0,24.0,161.0
3,homo,318,3,0,3409,P,20,25,21.0,18.0,34.0
3,homo,318,3,1,3410,R,220,0,21.0,18.0,192.0
3,homo,318,3,2,3411,R,205,14,21.0,18.0,180.0
3,homo,318,3,3,3412,R,195,5,21.0,18.0,172.0
3,homo,318,3,4,3413,P,21,80,21.0,18.0,35.0
3,homo,318,3,5,3414,P,18,18,21.0,18.0,32.0
3,homo,318,3,6,3415,P,22,45,21.0,18.0,35.0
3,homo,318,3,7,3416,R,180,17,21.0,18.0,160.0
3,homo,318,3,8,3417,R,185,20,21.0,18.0,164.0
3,homo,318,3,9,3418,P,19,9,21.0,18.0,33.0
3,homo,318,3,11,3420,P,22,50,21.0,18.0,35.0
3,homo,318,3,12,3421,R,210,0,21.0,18.0,184.0
3,homo,318,3,13,3422,R,200,4,21.0,18.0,176.0
3,homo,318,3,14,3423,P,18,23,21.0,18.0,32.0
3,homo,318,3,15,3424,P,21,22,21.0,18.0,35.0
3,homo,318,3,17,3426,P,21,55,21.0,18.0,35.0
3,homo,318,3,19,3428,P,20,18,21.0,18.0,34.0
3,homo,318,3,20,3429,P,18,20,21.0,18.0,32.0
3,homo,318,3,21,3430,R,215,50,21.0,18.0,188.0
3,homo,318,3,22,3431,R,190,10,21.0,18.0,168.0
3,homo,324,1,0,3553,P,21,18,,,21.0
3,homo,324,1,1,3554,P,22,100,,,22.0
3,homo,324,1,2,3555,P,18,20,,,18.0
3,homo,324,1,3,3556,R,205,45,,,205.0
3,homo,324,1,4,3557,R,195,10,,,195.0
3,homo,324,1,5,3558,P,20,55,,,20.0
3,homo,324,1,6,3559,P,18,40,,,18.0
3,homo,324,1,7,3560,P,21,37,,,21.0
3,homo,324,1,8,3561,P,20,16,,,20.0
3,homo,324,1,9,3562,P,19,50,,,19.0
3,homo,324,1,10,3563,P,19,80,,,19.0
3,homo,324,1,11,3564,P,22,43,,,22.0
3,homo,324,1,12,3565,R,200,5,,,200.0
3,homo,324,1,13,3566,R,215,1,,,215.0
3,homo,324,1,14,3567,P,22,78,,,22.0
3,homo,324,1,15,3568,P,19,19,,,19.0
3,homo,324,1,16,3569,R,190,15,,,190.0
3,homo,324,1,17,3570,P,18,50,,,18.0
3,homo,324,1,18,3571,R,180,20,,,180.0
3,homo,324,1,19,3572,P,20,90,,,20.0
3,homo,324,1,20,3573,R,220,5,,,220.0
3,homo,324,1,21,3574,R,210,10,,,210.0
3,homo,324,1,22,3575,P,21,22,,,21.0
3,homo,324,1,23,3576,R,185,40,,,185.0
3,homo,324,2,0,3553,P,21,20,30.0,26.0,41.0
3,homo,324,2,1,3554,P,22,100,30.0,26.0,41.0
3,homo,324,2,2,3555,P,18,31,30.0,26.0,39.0
3,homo,324,2,3,3556,R,205,15,30.0,26.0,169.0
3,homo,324,2,4,3557,R,195,9,30.0,26.0,163.0
3,homo,324,2,5,3558,P,20,90,30.0,26.0,40.0
3,homo,324,2,6,3559,P,18,55,30.0,26.0,39.0
3,homo,324,2,9,3562,P,19,50,30.0,26.0,39.0
3,homo,324,2,10,3563,P,19,90,30.0,26.0,39.0
3,homo,324,2,11,3564,P,22,49,30.0,26.0,41.0
3,homo,324,2,13,3566,R,215,2,30.0,26.0,177.0
3,homo,324,2,14,3567,P,22,78,30.0,26.0,41.0
3,homo,324,2,15,3568,P,19,50,30.0,26.0,39.0
3,homo,324,2,16,3569,R,190,10,30.0,26.0,159.0
3,homo,324,2,17,3570,P,18,70,30.0,26.0,39.0
3,homo,324,2,18,3571,R,180,20,30.0,26.0,152.0
3,homo,324,2,19,3572,P,20,90,30.0,26.0,40.0
3,homo,324,2,20,3573,R,220,20,30.0,26.0,180.0
3,homo,324,2,21,3574,R,210,10,30.0,26.0,173.0
3,homo,324,2,22,3575,P,21,26,30.0,26.0,41.0
3,homo,324,2,23,3576,R,185,40,30.0,26.0,155.0
3,homo,324,3,0,3553,P,21,40,40.0,35.0,48.0
3,homo,324,3,1,3554,P,22,100,40.0,35.0,48.0
3,homo,324,3,2,3555,P,18,48,40.0,35.0,46.0
3,homo,324,3,3,3556,R,205,15,40.0,35.0,158.0
3,homo,324,3,4,3557,R,195,28,40.0,35.0,152.0
3,homo,324,3,5,3558,P,20,45,40.0,35.0,47.0
3,homo,324,3,6,3559,P,18,55,40.0,35.0,46.0
3,homo,324,3,9,3562,P,19,50,40.0,35.0,46.0
3,homo,324,3,10,3563,P,19,90,40.0,35.0,46.0
3,homo,324,3,11,3564,P,22,47,40.0,35.0,48.0
3,homo,324,3,12,3565,R,200,1,40.0,35.0,155.0
3,homo,324,3,13,3566,R,215,1,40.0,35.0,164.0
3,homo,324,3,14,3567,P,22,93,40.0,35.0,48.0
3,homo,324,3,15,3568,P,19,50,40.0,35.0,46.0
3,homo,324,3,17,3570,P,18,100,40.0,35.0,46.0
3,homo,324,3,18,3571,R,180,20,40.0,35.0,143.0
3,homo,324,3,19,3572,P,20,80,40.0,35.0,47.0
3,homo,324,3,20,3573,R,220,20,40.0,35.0,167.0
3,homo,324,3,21,3574,R,210,50,40.0,35.0,161.0
3,homo,324,3,22,3575,P,21,34,40.0,35.0,48.0
3,homo,324,3,23,3576,R,185,45,40.0,35.0,146.0
3,hete,305,1,0,3097,P,18,26,,,18.0
3,hete,305,1,1,3098,R,180,35,,,180.0
3,hete,305,1,2,3099,R,190,20,,,190.0
3,hete,305,1,3,3100,R,220,20,,,220.0
3,hete,305,1,4,3101,P,22,35,,,22.0
3,hete,305,1,5,3102,R,185,30,,,185.0
3,hete,305,1,6,3103,P,19,29,,,19.0
3,hete,305,1,7,3104,R,205,25,,,205.0
3,hete,305,1,8,3105,P,18,45,,,18.0
3,hete,305,1,9,3106,P,18,50,,,18.0
3,hete,305,1,10,3107,P,20,50,,,20.0
3,hete,305,1,11,3108,P,21,20,,,21.0
3,hete,305,1,12,3109,P,19,32,,,19.0
3,hete,305,1,13,3110,P,22,50,,,22.0
3,hete,305,1,14,3111,P,21,100,,,21.0
3,hete,305,1,15,3112,P,20,100,,,20.0
3,hete,305,1,16,3113,R,215,10,,,215.0
3,hete,305,1,17,3114,P,21,0,,,21.0
3,hete,305,1,18,3115,P,22,18,,,22.0
3,hete,305,1,19,3116,R,210,10,,,210.0
3,hete,305,1,20,3117,R,195,20,,,195.0
3,hete,305,1,21,3118,R,200,32,,,200.0
3,hete,305,1,22,3119,P,19,70,,,19.0
3,hete,305,1,23,3120,P,20,75,,,20.0
3,hete,305,2,0,3097,P,18,40,31.0,27.0,39.0
3,hete,305,2,1,3098,R,180,30,31.0,27.0,151.0
3,hete,305,2,2,3099,R,190,26,31.0,27.0,158.0
3,hete,305,2,3,3100,R,220,16,31.0,27.0,179.0
3,hete,305,2,4,3101,P,22,50,31.0,27.0,42.0
3,hete,305,2,6,3103,P,19,34,31.0,27.0,40.0
3,hete,305,2,7,3104,R,205,41,31.0,27.0,168.0
3,hete,305,2,8,3105,P,18,40,31.0,27.0,39.0
3,hete,305,2,10,3107,P,20,80,31.0,27.0,41.0
3,hete,305,2,11,3108,P,21,28,31.0,27.0,41.0
3,hete,305,2,12,3109,P,19,27,31.0,27.0,40.0
3,hete,305,2,14,3111,P,21,100,31.0,27.0,41.0
3,hete,305,2,15,3112,P,20,100,31.0,27.0,41.0
3,hete,305,2,16,3113,R,215,10,31.0,27.0,175.0
3,hete,305,2,17,3114,P,21,0,31.0,27.0,41.0
3,hete,305,2,19,3116,R,210,0,31.0,27.0,172.0
3,hete,305,2,20,3117,R,195,20,31.0,27.0,162.0
3,hete,305,2,22,3119,P,19,51,31.0,27.0,40.0
3,hete,305,2,23,3120,P,20,75,31.0,27.0,41.0
3,hete,305,3,0,3097,P,18,70,34.0,30.0,42.0
3,hete,305,3,1,3098,R,180,32,34.0,30.0,149.0
3,hete,305,3,2,3099,R,190,39,34.0,30.0,155.0
3,hete,305,3,3,3100,R,220,37,34.0,30.0,175.0
3,hete,305,3,6,3103,P,19,39,34.0,30.0,43.0
3,hete,305,3,7,3104,R,205,50,34.0,30.0,165.0
3,hete,305,3,8,3105,P,18,65,34.0,30.0,42.0
3,hete,305,3,10,3107,P,20,80,34.0,30.0,43.0
3,hete,305,3,11,3108,P,21,35,34.0,30.0,44.0
3,hete,305,3,12,3109,P,19,27,34.0,30.0,43.0
3,hete,305,3,14,3111,P,21,100,34.0,30.0,44.0
3,hete,305,3,15,3112,P,20,100,34.0,30.0,43.0
3,hete,305,3,16,3113,R,215,10,34.0,30.0,172.0
3,hete,305,3,17,3114,P,21,0,34.0,30.0,44.0
3,hete,305,3,19,3116,R,210,0,34.0,30.0,169.0
3,hete,305,3,20,3117,R,195,20,34.0,30.0,159.0
3,hete,305,3,22,3119,P,19,18,34.0,30.0,43.0
3,hete,305,3,23,3120,P,20,75,34.0,30.0,43.0
3,hete,311,1,0,3241,R,205,3,,,205.0
3,hete,311,1,1,3242,R,190,3,,,190.0
3,hete,311,1,2,3243,P,20,1,,,20.0
3,hete,311,1,3,3244,P,19,50,,,19.0
3,hete,311,1,4,3245,P,21,60,,,21.0
3,hete,311,1,5,3246,P,21,21,,,21.0
3,hete,311,1,6,3247,P,18,18,,,18.0
3,hete,311,1,7,3248,P,21,90,,,21.0
3,hete,311,1,8,3249,P,19,30,,,19.0
3,hete,311,1,9,3250,P,18,70,,,18.0
3,hete,311,1,10,3251,R,195,20,,,195.0
3,hete,311,1,11,3252,P,18,95,,,18.0
3,hete,311,1,12,3253,P,22,100,,,22.0
